year_of_incident,watch,type_of_incident,type_location,type_of_property,incident_address,reporting_area,beat,division,council_district,date1_of_occurrence,year1_of_occurrence,month1_of_occurence,day1_of_the_week,time1_of_occurrence,day1_of_the_year,date2_of_occurrence,year2_of_occurrence,month2_of_occurence,day2_of_the_week,time2_of_occurrence,day2_of_the_year,date_of_report,date_incident_created,offense_entered_year,offense_entered_month,offense_entered_day_of_the_week,offense_entered_time,offense_entered_date_time,call_received_date_time,call_date_time,call_cleared_date_time,call_dispatch_date_time,person_involvement_type,victim_type,victim_race,victim_ethnicity,victim_gender,element_number_assigned,investigating_unit_1,investigating_unit_2,offense_status,ucr_disposition,modus_operandi_mo,family_offense,hate_crime,hate_crime_description,weapon_used,gang_related_offense,drug_related_istevencident,criminal_justice_information_service_code,penal_code,ucr_offense_name,ucr_offense_description,ucr_code,offense_type,nibrs_crime,nibrs_crime_category,nibrs_crime_against,nibrs_code,nibrs_group,nibrs_type,update_date,x_coordinate,y_cordinate,zip_code,city,state,location1
2020,2,OPEN BUILDING (NO OFFENSE),Business Office,N/A,2515 PERRYTON DR,4237,445,SOUTHWEST,D3,2020-04-25T00:00:00Z,2020,April,Sat,11:39:00,116,2020-04-25T00:00:00Z,2020,April,Sat,12:05:00,116,2020-04-25T12:17:00Z,2020-04-25T12:11:06Z,2020,April,Sat,12:11:00,116,2020-04-25T11:37:41Z,2020-04-25T11:37:33Z,2020-04-25T12:41:48Z,2020-04-25T11:49:43Z,Victim,Society/Public,NA,NA,NA,B423,NA,NA,Suspended,Suspended,ALARM ACTIVATION- BUILDING FOUND OPEN WITH NO SIGNS OF OFFENSE.,FALSE,NA,None,NA,NA,No,99999999,Open Building,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2020-04-25T12:56:48Z,2472671.94511744,6946716.66792144,75233,DALLAS,TX,"2515 PERRYTON DR
DALLAS, TX 75233
(32.71418, -96.861923)"
2019,3,DWI 2 OR MORE PREV CONV,"Highway, Street, Alley ETC",N/A,2060 ROBERT B CULLUM BLVD,2099,115,CENTRAL,D7,2019-07-20T00:00:00Z,2019,July,Sat,22:35:00,201,2019-07-20T00:00:00Z,2019,July,Sat,22:35:00,201,2019-07-20T22:35:00Z,2019-07-21T00:02:11Z,2019,July,Sun,00:02:00,202,2019-07-20T22:35:40Z,2019-07-20T22:35:40Z,2019-07-21T04:23:40Z,2019-07-20T22:35:40Z,Victim,Government,NA,NA,NA,C341,NA,NA,Clear by Arrest,CBA (Over Age 17),AP ARRESTED FOR DWI.,FALSE,NA,None,NA,NA,No,54040011,PC 49.09(b),NA,NA,NA,NA,DUI,DRIVING UNDER THE INFLUENCE,SOCIETY,90D,B,90D - No Coded,2019-07-21T04:33:09Z,2503969.3244517,6967909.36274068,75210,DALLAS,TX,"2060 ROBERT B CULLUM BLVD
DALLAS, TX 75210
(32.770346, -96.756956)"
2021,3,ACCIDENT INV DAMAGE TO VEHICLE <$200,Outdoor Area Public/Private,N/A,3102 MARJORIE AVE,4309,732,SOUTH CENTRAL,D4,2021-07-18T00:00:00Z,2021,July,Sun,21:30:00,199,2021-07-18T00:00:00Z,2021,July,Sun,21:46:00,199,2021-07-19T09:14:00Z,2021-07-19T06:55:11Z,2021,July,Mon,06:55:00,200,2021-07-18T21:44:14Z,2021-07-18T21:44:14Z,2021-07-19T10:02:21Z,2021-07-19T06:26:01Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,E736,Strategic Deployment,Field Services / Vehicle Crimes Unit,Suspended,Suspended,UNKNOWN SUSPECT VEHICLE STRUCK COMPLAINANT VEHICLE AND FLED,FALSE,NA,None,NA,NA,No,54010010,TRC 550.022(c)(1),NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2021-11-03T15:49:05Z,2500981.93738,6942831.42372,75216,DALLAS,TX,"3102 MARJORIE AVE
DALLAS, TX 75216
(32.702502, -96.768956)"
2019,1,THEFT OF PROP (AUTO ACC) > OR EQUAL $100 <$750 (NOT EMP)PC31.03(e2A),Apartment Parking Lot,N/A,1251 MOULIN ROUGE DR,4079,416,SOUTHWEST,D1,2019-09-21T00:00:00Z,2019,September,Sat,03:00:00,264,2019-09-21T00:00:00Z,2019,September,Sat,07:00:00,264,2019-09-21T11:30:00Z,2019-09-21T11:28:17Z,2019,September,Sat,11:28:00,264,2019-09-21T10:56:56Z,2019-09-21T10:56:52Z,2019-09-21T11:50:55Z,2019-09-21T10:59:11Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,B423,Investigations,Property Crime Division / SW Property Crimes,Suspended,Suspended,UNK SUSP TOOK PROPERTY OFF OF COMPS VEH W/O CONSENT,FALSE,NA,None,NA,NA,UNK,23990191,PC 31.03(e)(2)(A),NA,NA,NA,NA,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,23G,A,Coded,2019-09-25T13:47:44Z,2468983.84914719,6962414.79138076,75211,DALLAS,TX,"1251 MOULIN ROUGE DR
DALLAS, TX 75211
(32.757535, -96.871405)"
2019,1,BMV,Apartment Parking Lot,Motor Vehicle,9821 SUMMERWOOD CIR,4424,256,NORTHEAST,D10,2019-03-01T00:00:00Z,2019,March,Fri,20:00:00,60,2019-03-02T00:00:00Z,2019,March,Sat,09:00:00,61,2019-03-05T11:10:00Z,2019-03-05T10:49:36Z,2019,March,Tue,10:49:00,64,2019-03-05T10:39:54Z,2019-03-05T10:39:54Z,2019-03-05T17:40:03Z,2019-03-05T10:39:54Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,B206,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,UNKNOWN SUSPECT PRIED DOOR ENTERED TOOK PROPERTY,FALSE,NA,None,NA,NA,No,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2019-04-22T13:14:06Z,2514310.46584286,7016763.0993506,75243,DALLAS,TX,"9821 SUMMERWOOD CIR
DALLAS, TX 75243
(32.904637, -96.720018)"
2020,2,PUBLIC INTOXICATION,"Highway, Street, Alley ETC",N/A,8155 SANTA CLARA DR,1172,236,NORTHEAST,D9,2020-06-30T00:00:00Z,2020,June,Tue,13:40:00,182,2020-06-30T00:00:00Z,2020,June,Tue,13:45:00,182,2020-06-30T13:45:00Z,2020-06-30T14:12:31Z,2020,June,Tue,14:12:00,182,2020-06-30T13:04:46Z,2020-06-30T13:04:46Z,2020-06-30T15:38:50Z,2020-06-30T13:16:25Z,Victim,Government,NA,NA,NA,B256,NA,NA,Clear by Arrest,CBA (Over Age 17),SUSPECT WAS WALKING IN STREET WHILE INTOXICATED,FALSE,NA,None,NA,NA,UNK,99999999,PC 49.02,NA,NA,NA,NA,PUBLIC INTOXICATION,PUBLIC INTOXICATION,SOCIETY,90E,B,90E - No Coded,2020-11-05T15:37:26Z,2515483.82438852,6982644.94350569,75218,DALLAS,TX,"8155 SANTA CLARA DR
DALLAS, TX 75218
(32.810763, -96.719192)"
2018,2,THEFT OF PROP > OR EQUAL $100 <$750 (NOT SHOPLIFT) PC31.03(e2A),Outdoor Area Public/Private,Outdoor Area Public/Private,4007 BROWNSTONE CT,2017,155,CENTRAL,D14,2018-12-20T00:00:00Z,2018,December,Thu,10:30:00,354,2018-12-20T00:00:00Z,2018,December,Thu,11:00:00,354,2018-12-20T11:01:00Z,2018-12-20T11:29:04Z,2018,December,Thu,11:29:00,354,2018-12-20T11:01:59Z,2018-12-20T11:01:59Z,2018-12-20T12:52:48Z,2018-12-20T11:06:01Z,Victim,Individual,White,Non-Hispanic or Latino,Male,B153,Investigations,Property Crime Division / CE Property Crimes,Suspended,Suspended,SUSPECT TOOK THREE PACKAGES FROM PORCH AREA OF VICTIMS RESIDENCE,FALSE,NA,None,NA,NA,No,23990191,PC 31.03(e)(2)(A),NA,NA,NA,NA,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,23H,A,Coded,2019-01-29T16:40:57Z,2495229.88884661,6978665.58401035,75204,DALLAS,TX,"4007 BROWNSTONE CT
DALLAS, TX 75204
(32.800991, -96.785518)"
2019,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)","Highway, Street, Alley ETC",N/A,10902 STINSON ST,2219,338,SOUTHEAST,D5,2019-12-23T00:00:00Z,2019,December,Mon,12:00:00,357,2019-12-23T00:00:00Z,2019,December,Mon,13:00:00,357,2019-12-23T14:17:00Z,2019-12-23T13:21:43Z,2019,December,Mon,13:21:00,357,2019-12-23T09:55:30Z,2019-12-23T09:55:30Z,2019-12-23T17:23:25Z,2019-12-23T09:55:31Z,Victim,Society/Public,NA,NA,NA,B391,Investigations,Special Investigations / Auto Theft,Clear by Arrest,CBA (Over Age 17),AP STOLE PICKUP TRUCK,FALSE,NA,None,NA,NA,No,23990194,PC 31.03(e)(4)(A),NA,NA,NA,NA,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,23H,A,Coded,2020-02-06T08:32:52Z,2541099.79809086,6941854.37055944,75217,DALLAS,TX,"10902 STINSON ST
DALLAS, TX 75217
(32.698009, -96.638464)"
2019,1,RECOVERED OUT OF TOWN STOLEN VEHICLE (NO OFFENSE),"Highway, Street, Alley ETC",N/A,1955 VILBIG RD,4068,426,SOUTHWEST,D6,2019-03-09T00:00:00Z,2019,March,Sat,00:00:00,68,2019-03-09T00:00:00Z,2019,March,Sat,00:00:00,68,2019-03-09T10:28:00Z,2019-03-11T10:29:01Z,2019,March,Mon,10:29:00,70,2019-03-11T10:28:40Z,2019-03-11T10:28:40Z,2019-03-11T10:30:18Z,2019-03-11T10:28:40Z,Victim,Government,NA,NA,NA,G127,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,VEHICLE RECOVERY FOR MESQUITE PD,FALSE,NA,None,NA,NA,UNK,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2019-03-25T08:06:38Z,2476228.57579944,6967274.64649044,75208,DALLAS,TX,"1955 VILBIG RD
DALLAS, TX 75208
(32.770545, -96.847957)"
2019,3,FOUND PROPERTY (NO OFFENSE),"Highway, Street, Alley ETC",N/A,701 MAIN ST,2060,131,CENTRAL,D14,2019-07-26T00:00:00Z,2019,July,Fri,18:55:00,207,2019-07-26T00:00:00Z,2019,July,Fri,18:55:00,207,2019-07-26T18:55:00Z,2019-07-26T18:53:52Z,2019,July,Fri,18:53:00,207,2019-07-26T18:24:10Z,2019-07-26T18:24:10Z,2019-07-26T18:55:10Z,2019-07-26T18:24:11Z,Victim,Society/Public,NA,NA,NA,L311,NA,NA,Suspended,Suspended,FOUND PROPERTY - GREEN LEAFY SUBSTANCE,FALSE,NA,None,NA,NA,Yes,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2019-08-08T01:17:44Z,2489077.86046828,6970635.29528093,75202,DALLAS,TX,"701 MAIN ST
DALLAS, TX 75202
(32.779204, -96.806072)"
2021,2,CRIMINAL TRESPASS WARNING,Restaurant/Food Service/TABC Location,N/A,2815 ELM ST,2066,153,CENTRAL,D2,2021-10-27T00:00:00Z,2021,October,Wed,11:22:00,300,2021-10-27T00:00:00Z,2021,October,Wed,11:22:00,300,2021-10-27T11:22:00Z,2021-10-27T11:26:25Z,2021,October,Wed,11:26:00,300,2021-10-27T11:22:56Z,2021-10-27T11:22:56Z,2021-10-27T13:31:40Z,2021-10-27T11:22:56Z,Victim,Business,NA,NA,NA,B256,NA,NA,Suspended,Suspended,CTW,FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2021-10-31T13:58:05Z,2496007.114,6972748.16048,75226,DALLAS,TX,"2815 ELM ST
DALLAS, TX 75226
(32.784685, -96.78345)"
2018,2,TRAF VIO - DUTY ON STRIKE FIXTURE/HWY LANDSCAPE> OR EQUAL $200,Outdoor Area Public/Private,N/A,5900 WESTGROVE DR,6001,622,NORTH CENTRAL,D11,2018-01-11T00:00:00Z,2018,January,Thu,10:10:00,11,2018-01-11T00:00:00Z,2018,January,Thu,10:11:00,11,2018-01-11T10:12:00Z,2018-01-11T10:22:59Z,2018,January,Thu,10:22:00,11,2018-01-11T09:59:03Z,2018-01-11T09:59:03Z,2018-01-11T12:42:24Z,2018-01-11T10:13:33Z,Victim,Business,NA,NA,NA,B632,Strategic Deployment,Field Services / Vehicle Crimes Unit,Suspended,Suspended,VEHICLE STRUCK CITY LIGHT POLE,FALSE,NA,None,Vehicle,No,No,54990008,TC 550.025(a),ACCIDENT MV,MOTOR VEHICLE ACCIDENT,3200,PART2,TRAFFIC VIOLATION - HAZARDOUS,TRAFFIC VIOLATION - HAZARDOUS,"PERSON, PROPERTY, OR SOCIETY",999,C,999 - No Coded,2018-01-15T05:06:41Z,2487060.13156411,7041963.43051152,75248,DALLAS,TX,"5900 WESTGROVE DR
DALLAS, TX 75248
(32.975426, -96.808857)"
2020,3,PUBLIC INTOXICATION,Gas or Service Station,N/A,9606 C F HAWN FWY,2218,338,SOUTHEAST,D5,2020-04-22T00:00:00Z,2020,April,Wed,17:45:00,113,2020-04-22T00:00:00Z,2020,April,Wed,18:00:00,113,2020-04-22T18:21:00Z,2020-04-22T19:06:29Z,2020,April,Wed,19:06:00,113,2020-04-22T18:21:20Z,2020-04-22T18:21:20Z,2020-04-22T22:07:06Z,2020-04-22T18:21:22Z,Victim,Government,NA,NA,NA,C332,NA,NA,Clear by Arrest,CBA (Over Age 17),AP WAS INTOXICATED IN A PUBLIC AREA,FALSE,NA,None,NA,NA,No,99999999,PC 49.02,NA,NA,NA,NA,PUBLIC INTOXICATION,PUBLIC INTOXICATION,SOCIETY,90E,B,90E - No Coded,2020-11-10T09:41:42Z,2535464.93403253,6943706.8202666,75217,DALLAS,TX,"9606 C F HAWN FWY
DALLAS, TX 75217
(32.702748, -96.656756)"
2019,3,CRIM MISCHIEF > OR EQUAL $100 < $750,Apartment Parking Lot,N/A,2710 JEFFRIES ST,2128,343,SOUTHEAST,D7,2019-06-28T00:00:00Z,2019,June,Fri,22:00:00,179,2019-06-29T00:00:00Z,2019,June,Sat,01:00:00,180,2019-06-29T01:04:00Z,2019-06-29T03:11:31Z,2019,June,Sat,03:11:00,180,2019-06-29T01:04:01Z,2019-06-29T01:04:01Z,2019-06-29T03:49:21Z,2019-06-29T02:39:30Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,A346,NA,NA,Suspended,Suspended,UNK SUSP SMASHED COMPS VEHICLE WINDOW WITHOUT CONSENT,FALSE,NA,None,NA,NA,No,29990042,PC 28.03(b)(2),NA,NA,NA,NA,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2019-08-07T14:00:05Z,2500111.36530411,6968407.69540544,75215,DALLAS,TX,"2710 JEFFRIES ST
DALLAS, TX 75215
(32.771865, -96.769402)"
2018,1,BMV,Apartment Parking Lot,N/A,2011 S ERVAY ST,2124,152,CENTRAL,D2,2018-10-14T00:00:00Z,2018,October,Sun,00:00:00,287,2018-10-14T00:00:00Z,2018,October,Sun,09:00:00,287,2018-10-14T09:33:00Z,2018-10-14T09:48:52Z,2018,October,Sun,09:48:00,287,2018-10-14T09:33:35Z,2018-10-14T09:33:34Z,2018-10-14T11:19:59Z,2018-10-14T09:35:44Z,Victim,Individual,White,Non-Hispanic or Latino,Male,B145,NA,NA,Suspended,Suspended,SUSP BROKE FRONT PASSENGER SIDE WINDOW AND TOOK PROPERTY,FALSE,NA,None,NA,NA,No,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2018-11-17T10:49:28Z,2495427.36581387,6966939.41618977,75215,DALLAS,TX,"2011 S ERVAY ST
DALLAS, TX 75215
(32.76908, -96.78589)"
2018,1,CRIM MISCHIEF > OR EQUAL $100 < $750,Retail Store,Retail Store,2912 W NORTHWEST HWY,3067,522,NORTHWEST,D6,2018-11-29T00:00:00Z,2018,November,Thu,19:00:00,333,2018-11-30T00:00:00Z,2018,November,Fri,09:55:00,334,2018-11-30T10:01:00Z,2018-11-30T11:15:55Z,2018,November,Fri,11:15:00,334,2018-11-30T10:01:43Z,2018-11-30T10:01:43Z,2018-11-30T11:23:33Z,2018-11-30T10:15:00Z,Victim,Business,NA,NA,NA,EX07,Investigations,Property Crime Division / NW Property Crimes,Suspended,Suspended,UNKN SUSP KNOCKED A HOLE IN THE FRONT GLASS OF LOCKED BUSINESS,FALSE,NA,None,NA,NA,No,29990042,PC 28.03(b)(2),NA,NA,NA,NA,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2018-12-13T17:06:14Z,2468208.0629691,6998544.52752011,75220,DALLAS,NA,"2912 W NORTHWEST HWY
DALLAS 75220
(32.856543, -96.872093)"
2021,1,BURGLARY OF BUILDING - FORCED ENTRY,Specialty Store (In a Specific Item),N/A,10242 E NORTHWEST HWY,1098,248,NORTHEAST,D9,2021-03-02T00:00:00Z,2021,March,Tue,04:40:00,61,2021-03-02T00:00:00Z,2021,March,Tue,04:45:00,61,2021-03-02T04:46:00Z,2021-03-02T05:32:44Z,2021,March,Tue,05:32:00,61,2021-03-02T04:47:00Z,2021-03-02T04:46:52Z,2021-03-02T06:28:54Z,2021-03-02T05:24:45Z,Victim,Business,NA,NA,NA,A212,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,UNKN SUSPECTS ENTERED LOCATION AND LOOKED FOR PROPERTY,FALSE,NA,None,NA,NA,No,22990001,PC 30.02(c)(1),NA,NA,NA,NA,BURGLARY-BUSINESS,BURGLARY/ BREAKING & ENTERING,PROPERTY,220,A,Coded,2021-03-25T13:12:27Z,2518164.87316027,7002019.4516726,75238,DALLAS,TX,"10242 E NORTHWEST HWY
DALLAS, TX 75238
(32.864217, -96.709332)"
2020,3,FOUND PROPERTY (NO OFFENSE),Parking (Business),N/A,7212 HERB KELLEHER WAY,3070,523,NORTHWEST,D2,2020-03-12T00:00:00Z,2020,March,Thu,17:15:00,72,2020-03-12T00:00:00Z,2020,March,Thu,17:45:00,72,2020-03-12T17:50:00Z,2020-03-12T18:14:05Z,2020,March,Thu,18:14:00,72,2020-03-12T17:43:51Z,2020-03-12T17:43:51Z,2020-03-12T22:34:10Z,2020-03-12T17:48:27Z,Victim,Business,NA,NA,NA,S333,Investigations,Property Crime Division / NW Property Crimes,Suspended,Suspended,WITNESS LEFT PROPERTY IN A RENTAL CAR,FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2020-03-13T10:45:34Z,2477302.3282451,6991689.79221386,75235,DALLAS,TX,"7212 HERB KELLEHER WAY
DALLAS, TX 75235
(32.837731, -96.84345)"
2021,1,RECKLESS DAMAGE,Parking Lot (All Others),N/A,334 S HALL ST,2080,153,CENTRAL,D2,2021-01-02T00:00:00Z,2021,January,Sat,21:00:00,2,2021-01-03T00:00:00Z,2021,January,Sun,08:30:00,3,2021-01-03T14:17:00Z,2021-01-03T14:20:11Z,2021,January,Sun,14:20:00,3,2021-01-03T14:17:39Z,2021-01-03T14:17:39Z,2021-01-03T18:04:12Z,2021-01-03T14:17:39Z,Victim,Business,NA,NA,NA,C109,Strategic Deployment,Field Services / Vehicle Crimes Unit,Suspended,Suspended,UNK SUSP COMMITTED A HIT AND RUN.,FALSE,NA,None,NA,NA,UNK,99999999,PC 28.04(a),NA,NA,NA,NA,ALL OTHER OFFENSES,ALL OTHER OFFENSES,"PERSON, PROPERTY, OR SOCIETY",90Z,B,90Z - No Coded,2021-02-28T01:59:22Z,2497576.13743494,6972074.12803319,75226,DALLAS,TX,"334 S HALL ST
DALLAS, TX 75226
(32.782588, -96.778435)"
2020,1,BMV,Apartment Complex/Building,NA,4030 N CENTRAL EXPY,2002,143,CENTRAL,D2,2020-05-09T00:00:00Z,2020,May,Sat,00:00:00,130,2020-05-09T00:00:00Z,2020,May,Sat,01:00:00,130,2020-05-10T13:29:48Z,2020-05-10T18:10:16Z,2020,May,Sun,18:10:00,131,NA,NA,NA,NA,Victim,Individual,White,Non-Hispanic or Latino,Female,NA,NA,NA,Suspended,Suspended,NA,NA,NA,None,NA,No,NA,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2020-09-29T12:44:36Z,2493757.23792052,6982468.97207285,75204,DALLAS,TX,"4030 N CENTRAL EXPY
DALLAS, TX 75204
(32.81185, -96.790974)"
2019,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",Outdoor Area Public/Private,6537 KENWOOD AVE,1142,234,NORTHEAST,D9,2019-02-03T00:00:00Z,2019,February,Sun,22:00:00,34,2019-02-04T00:00:00Z,2019,February,Mon,07:00:00,35,2019-02-04T08:49:00Z,2019-02-04T07:46:32Z,2019,February,Mon,07:46:00,35,2019-02-04T07:06:05Z,2019-02-04T07:06:05Z,2019-02-04T07:46:58Z,2019-02-04T07:25:02Z,Victim,Individual,White,Non-Hispanic or Latino,Female,D276,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP STOLE COMPS VEH BY UNK MEANS,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2021-03-18T07:21:49Z,2506327.56512,6990301.82802,75214,DALLAS,TX,"6537 KENWOOD AVE
DALLAS, TX 75214
(32.832489, -96.748878)"
2018,3,ALARM INCIDENT REPORT (NO OFFENSE),Other,N/A,4143 SARANAC DR,3050,525,NORTHWEST,D6,2018-07-04T00:00:00Z,2018,July,Wed,18:30:00,185,2018-07-04T00:00:00Z,2018,July,Wed,18:32:00,185,2018-07-04T18:33:00Z,2018-07-04T19:30:24Z,2018,July,Wed,19:30:00,185,2018-07-04T18:33:10Z,2018-07-04T18:32:23Z,2018-07-04T20:44:50Z,2018-07-04T19:16:20Z,Victim,Government,NA,NA,NA,C596,NA,NA,Suspended,Suspended,FALSE ALARM,FALSE,NA,None,NA,NA,No,99999999,Alarm- No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2018-07-04T20:48:39Z,2477547.10006528,7004848.04083169,75220,DALLAS,TX,"4143 SARANAC DR
DALLAS, TX 75220
(32.873528, -96.84178)"
2018,3,EVADING ARREST DETENTION,"Highway, Street, Alley ETC",N/A,1406 E OVERTON RD,4297,727,SOUTH CENTRAL,D4,2018-09-13T00:00:00Z,2018,September,Thu,20:30:00,256,2018-09-13T00:00:00Z,2018,September,Thu,20:48:00,256,2018-09-15T14:42:00Z,2018-09-15T14:01:43Z,2018,September,Sat,14:01:00,258,2018-09-13T18:32:03Z,2018-09-13T18:32:03Z,2018-09-13T21:50:53Z,2018-09-13T18:32:03Z,Victim,Society/Public,NA,NA,NA,Y334,Strategic Deployment,Comp Stat Division / Gang,Clear by Arrest,CBA (Over Age 17),SUSP EVADED OFFICER ON FOOT.,FALSE,NA,None,NA,NA,No,48010017,PC 38.04(b),NA,NA,NA,NA,ALL OTHER OFFENSES,ALL OTHER OFFENSES,"PERSON, PROPERTY, OR SOCIETY",90Z,B,90Z - No Coded,2020-03-20T14:44:52Z,2489621.82985277,6942287.02422169,75216,DALLAS,TX,"1406 E OVERTON RD
DALLAS, TX 75216
(32.701497, -96.805886)"
2018,3,"NATURAL DEATH (NO OFFENSE)",Apartment Complex/Building,N/A,2300 WOLF ST,2036,123,CENTRAL,D14,2018-02-14T00:00:00Z,2018,February,Wed,20:30:00,45,2018-02-14T00:00:00Z,2018,February,Wed,20:31:00,45,2018-02-14T21:06:00Z,2018-02-26T15:21:51Z,2018,February,Mon,15:21:00,57,2018-02-14T21:06:37Z,2018-02-14T21:06:37Z,2018-02-15T00:34:32Z,2018-02-14T21:22:26Z,Victim,Individual,White,Non-Hispanic or Latino,Male,C114,Investigations,Capers / Homicide,Closed/Cleared,Closed,UNEXPLAINED DEATH,FALSE,NA,None,NA,NA,No,99999999,No Offense,SUDDEN DEATH&FOUND BODIES,SUDDEN DEATH,4000,NOT CODED,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2019-02-22T13:50:12Z,2488285.80299728,6977113.0034541,75201,DALLAS,TX,"2300 WOLF ST
DALLAS, TX 75201
(32.79714, -96.808328)"
2015,2,THEFT OF PROP > OR EQUAL $50 BUT <$500 -SHOPLIFT (NOT EMP,Retail Store,N/A,200 SHORT BLVD,4347,743,SOUTH CENTRAL,D4,2015-04-26T00:00:00Z,2015,April,Sun,13:30:00,116,2015-04-26T00:00:00Z,2015,April,Sun,14:00:00,116,2015-04-26T15:01:00Z,2015-04-26T14:43:22Z,2015,April,Sun,14:43:00,116,2015-04-26T14:43:01Z,2015-04-26T14:43:01Z,2015-04-27T00:27:09Z,2015-04-26T14:43:01Z,Victim,Business,NA,NA,NA,OFFDTY,Investigations,Property Crime Division / SC Property Crimes,Clear by Exceptional Arrest,CBEA (Over Age 17),A/P TOOK COMP PROPERTY WITHOUT CONSENT,FALSE,NA,None,Other,No,No,23990067,PC 31.03(e)(2)(Ai),THEFT/SHOPLIFT,THEFT,630,PART1,NA,NA,NA,NA,NA,NA,2015-04-28T13:21:06Z,2483568.79176202,6936538.75356603,75232,DALLAS,TX,"200 SHORT BLVD
DALLAS, TX 75232
(32.685839, -96.824371)"
2021,3,ASSAULT -BODILY INJURY ONLY,Bar/NightClub/DanceHall ETC.,N/A,10420 C F HAWN SERV EB,2223,355,SOUTHEAST,D8,2021-03-06T00:00:00Z,2021,March,Sat,23:10:00,65,2021-03-06T00:00:00Z,2021,March,Sat,23:20:00,65,2021-03-06T23:57:00Z,2021-03-06T23:39:43Z,2021,March,Sat,23:39:00,65,2021-03-06T23:13:47Z,2021-03-06T23:13:47Z,2021-03-07T00:45:35Z,2021-03-06T23:20:37Z,Victim,Individual,White,Non-Hispanic or Latino,Male,F334,Investigations,Capers / Assaults,Suspended,Suspended,SUSPECT ASSAULTED COMPLAINANT CAUSING BODILY INJURY,FALSE,NA,None,Other,UNK,No,13990001,PC 22.01(a)(1),NA,NA,NA,NA,SIMPLE ASSAULT,ASSAULT OFFENSES,PERSON,13B,A,Coded,2021-06-10T21:49:48Z,2538865.72545928,6941946.99176528,75217,DALLAS,TX,"10420 C F HAWN SERV EB
DALLAS, TX 75217"
